bank,city,branch,swiftCode,country
FIRST ABU DHABI BANK PJSC,ABU DHABI,ISLAMIC BANKING DIVISION,NBADAEAAISD,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,KEY MANAGEMENT AUTHORITY H.O.,NBADAEAAKMA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,KHAILIDIYA BRANCH,NBADAEAAKHB,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,"LIWA BRANCH,WESTERN REGION",NBADAEAALWA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,MADINAT ZAYED BRANCH,NBADAEAAMZD,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,MAIN BRANCH,NBADAEAAKHF,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,MINA ROAD BRANCH,NBADAEAAMIN,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,MUSSAFAH BRANCH,NBADAEAAMUS,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,NBAD-DIRECT,NBADAEAADIR,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,NEW AL SHAHAMA BRANCH,NBADAEAASHM,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,PRIVATE BANKING OPERATIONS,NBADAEAAPBO,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,RECONCILIATION DEPARTMENT,NBADAEAAREC,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,RETAIL OPERATIONS CENTRE,NBADAEAACPU,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,SECURITIES SERVICES DEPARTMENT,NBADAEAASSD,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,SH. RASHID ROAD BRANCH,NBADAEAAFSB,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,TRADE FINANCE OPERATIONS,NBADAEAATFO,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,VOSTRO ACCOUNTS SECTION H.O.,NBADAEAAVOS,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,WEALTH OPERATIONS- EPB  BUSINESS,NBADAEAAADV,United Arab Emirates
FIRST ABU DHABI BANK PJSC,ABU DHABI,WHOLESALE OPERATIONS CENTRE,NBADAEAACOD,United Arab Emirates
FIRST ABU DHABI BANK PJSC,AJMAN,AJMAN BRANCH,NBADAEAAAJM,United Arab Emirates
FIRST ABU DHABI BANK PJSC,AL AIN,AL AIN BRANCH,NBADAEAAALN,United Arab Emirates
FIRST ABU DHABI BANK PJSC,AL AIN,AL AIN CLOCK TOWER BRANCH,NBADAEAACLO,United Arab Emirates
FIRST ABU DHABI BANK PJSC,AL AIN,AL AIN MALL BRANCH,NBADAEAAAAM,United Arab Emirates
FIRST ABU DHABI BANK PJSC,AL AIN,AL SANAIYA BRANCH,NBADAEAAASN,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,,NBADAEAATFN,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,AL QUSAIS BRANCH,NBADAEAAAQB,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,DEIRA BRANCH,NBADAEAADEI,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,DUBAI HEALTH CARE CENTRE,NBADAEAADHC,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,DUBAI SIDE BRANCH,NBADAEAADUB,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,JEBEL ALI BRANCH,NBADAEAAJBL,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,MALL OF THE EMIRATES BRANCH,NBADAEAAMOE,United Arab Emirates
FIRST ABU DHABI BANK PJSC,DUBAI,SH.ZAYED ROAD BRANCH,NBADAEAASZR,United Arab Emirates
FIRST ABU DHABI BANK PJSC,FUJAIRAH,DIBBA BRANCH,NBADAEAADIB,United Arab Emirates
FIRST ABU DHABI BANK PJSC,FUJAIRAH,FUJAIRAH BRANCH,NBADAEAAFUJ,United Arab Emirates
FIRST ABU DHABI BANK PJSC,FUJAIRAH,QIDFA BRANCH,NBADAEAAQFA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,RAS AL KHAIMAH,AL NAKHEEL BRANCH,NBADAEAANAK,United Arab Emirates
FIRST ABU DHABI BANK PJSC,RAS AL KHAIMAH,RAS AL KHAIMA BRANCH,NBADAEAARAK,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,AL BOURJ AVENUE,NBADAEAAABA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,AL DHAID BRANCH,NBADAEAADHD,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,KALBA BRANCH,NBADAEAAKAL,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,KHORFAKKAN BRANCH,NBADAEAAKFN,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,SHARJAH BRANCH,NBADAEAASHA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,SHARJAH,SHARJAH INDUSTRIAL AREA,NBADAEAASIA,United Arab Emirates
FIRST ABU DHABI BANK PJSC,UMM AL QAIWAIN,UMM AL QUIWAIN BRANCH,NBADAEAAUAQ,United Arab Emirates
FITCH RATINGS LTD,DUBAI,,FRIPAEA1,United Arab Emirates
FRIMEX GULF CO (L.L.C),DUBAI,,FRMGAEA1,United Arab Emirates
FRIMEX INVESTMENT (L.L.C),DUBAI,,FRMIAEA1,United Arab Emirates
FRONTIER INVESTMENT MANAGEMENT PARTNERS LTD,DUBAI,,DUMNAEA1,United Arab Emirates
FRONTIER INVESTMENT MANAGEMENT PARTNERS LTD,DUBAI,,FNMPAEAD,United Arab Emirates
GAC GROUP (HOLDINGS) LIMITED,DUBAI,,GACGAEAD,United Arab Emirates
GCC EXCHANGE,DUBAI,,GCCEAEAD,United Arab Emirates
GENERAL PENSION AND SOCIAL SECURITY,ABU DHABI,,GPSSAEAD,United Arab Emirates
GOLDMAN SACHS INTERNATIONAL DIFC BRANCH,DUBAI,,GSNDAEA1,United Arab Emirates
GOVERNMENT OF DUBAI DEPARTMENT OF FINANCE,DUBAI,,GDDFAEAD,United Arab Emirates
GTN MIDDLE EAST FINANCIAL SERVICES (DIFC) LIMITED,DUBAI,,MBSHAEAD,United Arab Emirates
GULF INTERNATIONAL BANK B.S.C.,ABU DHABI,,GULFAEAA,United Arab Emirates
GULF MERCHANT GROUP LLP,DUBAI,,GMGLAEA1,United Arab Emirates
GWS MIDDLE EAST FZE,RAS AL KHAIMAH,,GMEFAEA1,United Arab Emirates
HABIB BANK AG ZURICH,DUBAI,,HBZUAEAD,United Arab Emirates
HABIB BANK LIMITED,ABU DHABI,,HABBAEA10AA,United Arab Emirates
HABIB BANK LIMITED,DUBAI,,HABBAEAD,United Arab Emirates
HABIB BANK LIMITED,SHARJAH,,HABBAEA10AS,United Arab Emirates
HIRAM ARK COMPANY LTD.,DUBAI,,HIAOAEA2,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,ABU DHABI,,BBMEAEADABU,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,AL AIN,,BBMEAEADALA,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,,BBMEAEAD,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,,HBMEAEAD,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,DIFC BRANCH,BBMEAEADDIF,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,GLOBAL PAYMENTS INVESTIGATIONS,BBMEAEADGPI,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,ISV UAE AGENCY,BBMEAEADISV,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,DUBAI,SECURITIES BROKERAGE,BBMEAEADBDU,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,FUJAIRAH,,BBMEAEADFUJ,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,RAS AL KHAIMAH,,BBMEAEADRKS,United Arab Emirates
HSBC BANK MIDDLE EAST LIMITED,SHARJAH,,BBMEAEADSHJ,United Arab Emirates
HSBC FINANCIAL SERVICES (MIDDLE EAST) LIMITED,DUBAI,,WDMEAEA1,United Arab Emirates
HSBC MIDDLE EAST SECURITIES L.L.C (HMES),DUBAI,,HMEEAEA1,United Arab Emirates
ICICI BANK LIMITED,DUBAI,,ICICAEAD,United Arab Emirates
ICICI BANK LIMITED,DUBAI,CENTRAL OPERATIONS,ICICAEADCOP,United Arab Emirates
ICICI BANK LIMITED,DUBAI,GLOBAL TRADE SERVICE UNIT,ICICAEADGTS,United Arab Emirates
ICICI BANK LIMITED,DUBAI,IIOG,ICICAEADIOG,United Arab Emirates
ICICI BANK LIMITED,DUBAI,TREASURY,ICICAEADTMO,United Arab Emirates
IDBI BANK LTD,DUBAI,,IBKLAEAD,United Arab Emirates
INDEX EXCHANGE LLC(FORMERLY HABIB EXCHANGE CO.L.L.C.),ABU DHABI,,HEXCAEAA,United Arab Emirates
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED, DUBAI(DIFC) BRANCH",DUBAI,,ICBKAEAD,United Arab Emirates
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED-ABU DHABI BRANCH,ABU DHABI,,ICBKAEAA,United Arab Emirates
INTEGRATED SECURITIES LLC,ABU DHABI,,FGFEAEA1,United Arab Emirates
INTERNATIONAL DEVELOPMENT BANK FOR INVESTMENT AND FINANCE - DUBAI BRANCH,DUBAI,,IDBQAEAD,United Arab Emirates
INTERNATIONAL PETROLEUM INVESTMENT COMPANY,ABU DHABI,,IPIOAEA1,United Arab Emirates
INTESA SANPAOLO - ABU DHABI BRANCH,ABU DHABI,,BCITAEAB,United Arab Emirates
INTESA SANPAOLO SPA,DUBAI,,BCITAEAD,United Arab Emirates
INVEST AD,ABU DHABI,,ADICAEAA,United Arab Emirates
INVESTBANK,SHARJAH,,IBTFAEAS,United Arab Emirates
INVESTMENT CORPORATION OF DUBAI SERVICE COMPANY L.L.C,DUBAI,,ICODAEAD,United Arab Emirates
ITTIHAD INTERNATIONAL INVESTMENT L.L.C.,ABU DHABI,,IIICAEA1,United Arab Emirates
J.P. MORGAN MIDDLE EAST LIMITED,ABU DHABI,,CHASAEAB,United Arab Emirates
JANATA BANK,ABU DHABI,,JANBAEAA,United Arab Emirates
JANATA BANK,ABU DHABI,ABU DHABI BRANCH,JANBAEAAAUH,United Arab Emirates
JANATA BANK,AL AIN,AL AIN BRANCH,JANBAEAAALN,United Arab Emirates
JANATA BANK,DUBAI,DUBAI BRANCH,JANBAEAADXB,United Arab Emirates
JANATA BANK,SHARJAH,SHARJAH BRANCH,JANBAEAASHJ,United Arab Emirates
JOYALUKKAS EXCHANGE,DUBAI,,JOEXAEAD,United Arab Emirates
KATOTA INVESTMENT SECTOR FZE,RAS AL KHAIMAH,,KISFAEA1,United Arab Emirates
KEB HANA BANK ABUDHABI BRANCH,ABU DHABI,,KOEXAEAD,United Arab Emirates
KOTAK MAHINDRA BANK LIMITED,DUBAI,,KKBKAEAD,United Arab Emirates
LANDMARK BUSINESS SOLUTIONS FZE,DUBAI,,LBOEAEAD,United Arab Emirates
LANDMARK RETAIL LIMITED,DUBAI,,LANRAEAD,United Arab Emirates
LARI EXCHANGE,ABU DHABI,,LAEEAEAA,United Arab Emirates
LULU INTERNATIONAL EXCHANGE,ABU DHABI,,LULUAEAD,United Arab Emirates
MAC CAPITAL LIMITED,DUBAI,,MCCPAEA1,United Arab Emirates
MAC SHARAF SECURITIES (UAE) LLC.,DUBAI,,MSSUAEA1,United Arab Emirates
MAJID AL FUTTAIM HOLDING LLC,DUBAI,,MAFHAEAD,United Arab Emirates
MAMOURA DIVERSIFIED GLOBAL HOLDING P.J.S.C.,ABU DHABI,,MUBDAEAA,United Arab Emirates
MAMOURA DIVERSIFIED GLOBAL HOLDING P.J.S.C.,ABU DHABI,,MUBDAEAAIPC,United Arab Emirates
MASHREQ SECURITIES LLC,DUBAI,,MSSLAEA1,United Arab Emirates
MASHREQBANK PSC.,DUBAI,,BOMLAEAD,United Arab Emirates
MASHREQBANK PSC.,DUBAI,,BOMLAEADGTS,United Arab Emirates
MASHREQBANK PSC.,DUBAI,FI-CUSTOMER SERVICES,BOMLAEADCSU,United Arab Emirates
MASHREQBANK PSC.,DUBAI,FINANCIAL INSTITUTIONS DIVISION,BOMLAEADEBC,United Arab Emirates
MASHREQBANK PSC.,DUBAI,FOREIGN TRADE CENTRE,BOMLAEADFTC,United Arab Emirates
MASHREQBANK PSC.,DUBAI,HEAD OFFICE,BOMLAEADHDO,United Arab Emirates
MASHREQBANK PSC.,DUBAI,REMITTANCES CENTRE,BOMLAEADRAM,United Arab Emirates
MASHREQBANK PSC.,DUBAI,TREASURY AND INVESTMENT DIVISION,BOMLAEADTID,United Arab Emirates
MASHREQBANK PSC.,DUBAI,WEALTH OPERATIONS CENTER,BOMLAEADWOC,United Arab Emirates
MCB BANK LIMITED,DUBAI,,MUCBAEAD,United Arab Emirates
MDC BUSINESS MANAGEMENT SERVICES LLC,ABU DHABI,,MDCBAEAA,United Arab Emirates
MDC CAPITAL MANAGEMENT (RS) LIMITED,ABU DHABI,,MDCGAEAA,United Arab Emirates
MEM IMPERIAL COMMERCIAL BROKERS LLC,DUBAI,,MIOBAEA2,United Arab Emirates
MEMAR INTERNATIONAL CO. (L.L.C),DUBAI,,MMARAEA1,United Arab Emirates
MENA CORP FINANCIAL SERVICES LLC,ABU DHABI,,MFELAEA1,United Arab Emirates
MERAAS HOLDING LLC,DUBAI,MERAAS HOLDING LLC - HEAD OFFICE,MEHLAEAD,United Arab Emirates
MERRILL LYNCH INTERNATIONAL,DUBAI,,MLINAEA1,United Arab Emirates
MESRKANLOO INTERNATIONAL EXCHANGE,DUBAI,,MIEHAEAD,United Arab Emirates
"MIDDLE EAST FINANCIAL BROKERAGE COMPANY, L.L.C",DUBAI,,MFBCAEA1,United Arab Emirates
MIDIS SERVICES FZ-LLC,DUBAI,,MIDVAEAA,United Arab Emirates
MINISTRY OF ENERGY AND INFRASTRUCTURE,DUBAI,,MIEEAEA1,United Arab Emirates
MIRABAUD (MIDDLE EAST) LIMITED,DUBAI,,MIRAAEAD,United Arab Emirates
MOBIS PARTS MIDDLE EAST FZE,DUBAI,,HYMOAEA1,United Arab Emirates
MUBADALA ENERGY HOLDING COMPANY LLC,ABU DHABI,,MOGHAEAA,United Arab Emirates
"MUFG BANK, LTD. DIFC BRANCH - DUBAI",DUBAI,,BOTKAEAD,United Arab Emirates
MULTINET TRUST EXCHANGE,DUBAI,,MULXAEAE,United Arab Emirates
NAEEM SHARES AND BONDS,DUBAI,,NSHOAEA1,United Arab Emirates
NASDAQ DUBAI LIMITED,DUBAI,,DIFXAEAA,United Arab Emirates
NASIM AL BARARI EXCHANGE,DUBAI,,NABEAEA1,United Arab Emirates
NATIONAL BANK OF BAHRAIN,ABU DHABI,,NBOBAEAA,United Arab Emirates
NATIONAL BANK OF BAHRAIN,ABU DHABI,TREASURY OPERATION,NBOBAEAATOP,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,ABU DHABI,ABU DHABI BRANCH,NBFUAEAFAUH,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,DUBAI,DUBAI BRANCH,NBFUAEAFDXB,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,DUBAI,JEBEL ALI,NBFUAEAFJBA,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,FUJAIRAH,,NBFUAEAF,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,FUJAIRAH,FUJAIRAH BRANCH,NBFUAEAFFUJ,United Arab Emirates
NATIONAL BANK OF FUJAIRAH,SHARJAH,SHARJAH BRANCH,NBFUAEAFSHJ,United Arab Emirates
NATIONAL BANK OF KUWAIT (S.A.K.).,DUBAI,,NBOKAEAD,United Arab Emirates
NATIONAL BANK OF OMAN (S.A.O.G),ABU DHABI,,NBOMAEAD,United Arab Emirates
"NATIONAL BANK OF RAS AL-KHAIMAH, THE",RAS AL KHAIMAH,,NRAKAEAK,United Arab Emirates
NATIONAL BANK OF UMM AL QAIWAIN PSC.,DUBAI,,UMMQAEAD,United Arab Emirates
NATIONAL BANK OF UMM AL QAIWAIN PSC.,UMM AL QAIWAIN,UM AL QAIWAIN PRIVATE PROPERTIES BUILDING,UMMQAEADFXD,United Arab Emirates
NATIXIS DUBAI,DUBAI,,NATXAEAD,United Arab Emirates
NOON.COM,DUBAI,,NOONAEAD,United Arab Emirates
OASIS CRESCENT CAPITAL (DIFC) LIMITED,DUBAI,,OCCDAEA1,United Arab Emirates
OLA ENERGY SERVICES DMCC,DUBAI,,OILBAEAD,United Arab Emirates
ONE FOODS HOLDINGS LIMITED,DUBAI,,OFHLAEAD,United Arab Emirates
ORIENT EXCHANGE CO.(L.L.C.),DUBAI,NO. 29586 95561,OECOAEAD,United Arab Emirates
PRIME EMIRATES L.L.C,ABU DHABI,,PRELAEA1,United Arab Emirates
PROMETHEUS CAPITAL FINANCE LIMITED,DUBAI,,PCFIAEAB,United Arab Emirates
PROMETHEUS CAPITAL FINANCE LIMTED,DUBAI,,PCFIAEA1,United Arab Emirates
PUNJAB NATIONAL BANK,DUBAI,,PUNBAEAD,United Arab Emirates
REDHA AL ANSARI EXCHANGE,DUBAI,,RAECAEAD,United Arab Emirates
REYL FINANCE (MEA) LTD,DUBAI,,REYLAEAD,United Arab Emirates
REYL FINANCE (MEA) LTD,DUBAI,,REYLAEADIFC,United Arab Emirates
ROYAL BANK OF CANADA,DUBAI,,ROYCAEA1,United Arab Emirates
SAMSUNG GULF ELECTRONICS FZE,DUBAI,,SECTAEA1,United Arab Emirates
SAMSUNG GULF ELECTRONICS FZE,DUBAI,SGE,SECTAEA1710,United Arab Emirates
SEDDIQI HOLDING (L.L.C),DUBAI,,SEHLAEAD,United Arab Emirates
SHARAF EXCHANGE LLC,DUBAI,,SHEXAEA1,United Arab Emirates
SHARJAH ISLAMIC BANK,SHARJAH,,NBSHAEAS,United Arab Emirates
SHARJAH ISLAMIC FINANCIAL SERVICES LLC,SHARJAH,,SIFEAEA1,United Arab Emirates
SHINHAN BANK CO LTD. DUBAI BRANCH,DUBAI,,SHBKAEAD,United Arab Emirates
SHUAA CAPITAL P.S.C.,DUBAI,,AGEIAEA1,United Arab Emirates
SHUAA CAPITAL PSC,DUBAI,,SHCPAEAD,United Arab Emirates
SICO FINANCIAL BROKERAGE L.L.C.,ABU DHABI,,SFBLAEA2,United Arab Emirates
SIRAJ FINANCE PJSC,ABU DHABI,,SRAJAEAA,United Arab Emirates
SOCIETE GENERALE DIFC BRANCH,DUBAI,,SOGEAEAD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,,SCBLAEADABD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,,SCBLAEAD,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,DUBAI INTERNATIONAL FINANCIAL CENTRE - OFFSHORE BANKING,SCBLAEADDIF,United Arab Emirates
STANDARD CHARTERED BANK,DUBAI,WEALTH,SCBLAEADWMO,United Arab Emirates
STATE BANK OF INDIA,DUBAI,,SBINAEAD,United Arab Emirates
SUMITOMO MITSUI BANKING CORPORATION,DUBAI,,SMBCAEAD,United Arab Emirates
TABARAK INVESTMENT CAPITAL LIMITED,DUBAI,,TIBIAEAD,United Arab Emirates
TABRA AND AL NIBAL EXCHANGE,DUBAI,,TBRAAEA1,United Arab Emirates
THE SAUDI NATIONAL BANK (DIFC BRANCH),DUBAI,,SAMBAEAC,United Arab Emirates
THE SAUDI NATIONAL BANK (DUBAI BRANCH),DUBAI,,SAMBAEAD,United Arab Emirates
TRADE CAPITAL LLC,DUBAI,,TCTLAEAD,United Arab Emirates
TRANSFERWISE NUQUD LTD,ABU DHABI,,TRWIAEA2,United Arab Emirates
U S H GENERAL TRADING CO. L.L.C,DUBAI,,USHLAEA2,United Arab Emirates
U S H GENERAL TRADING CO. L.L.C,DUBAI,EMIRATES NBD,USHLAEA2NBD,United Arab Emirates
U.A.E. EXCHANGE CENTER LLC,ABU DHABI,,UAEXAEAA,United Arab Emirates
UAE BANKS FEDERATION,ABU DHABI,,EMIBAEA1,United Arab Emirates
UNATRAC HOLDING LIMITED,DUBAI,,UNTRAEAD,United Arab Emirates
UNION BANK OF INDIA DIFC BRANCH,DUBAI,,UBINAEAD,United Arab Emirates
UNITED ARAB BANK,SHARJAH,,UARBAEAA,United Arab Emirates
UNITED BANK LTD.,DUBAI,,UNILAEAD,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, CENTRAL PROCESSING UNIT	",UNILAEADCPU,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, TRADE FINANCE CENTRE	",UNILAEADTFC,United Arab Emirates
UNITED BANK LTD.,DUBAI,"UBL, TREASURY OPERATIONS DEPT.	",UNILAEADTRY,United Arab Emirates
UNITED INVESTMENT BANK LTD.,DUBAI,,UIBLAEA1,United Arab Emirates
UNIVERSAL EXCHANGE CENTER,DUBAI,,UECEAEAD,United Arab Emirates
VARRO TRADING LIMITED,DUBAI,,MPTDAEA1,United Arab Emirates
WALL STREET EXCHANGE CENTRE LLC,DUBAI,,WSEEAEAD,United Arab Emirates
WEBBEDS,DUBAI,,WEBLAEAD,United Arab Emirates
WIO BANK P.J.S.C.,ABU DHABI,,WIOBAEAD,United Arab Emirates
WOORI BANK DUBAI BRANCH,DUBAI,,HVBKAEAD,United Arab Emirates
WORLD INVESTMENTS PSC,DUBAI,,WIVPAEAA,United Arab Emirates
WORLDWIDE CASH EXPRESS LIMITED,ABU DHABI,,WWCEAEAA,United Arab Emirates
XPRESS MONEY SERVICES LIMITED,ABU DHABI,,EXMSAEAA,United Arab Emirates
ZAND BANK P.J.S.C.,DUBAI,,ZANDAEAA,United Arab Emirates
ZAND BANK P.J.S.C.,DUBAI,,ZANDAEAA008,United Arab Emirates
ZFP EQUITY TRADING (DUBAI) LIMITED,DUBAI,,ZETDAEA1,United Arab Emirates
